IMPORTAR,PRODUTO_ID_ORIGEM,NOME_ORIGINAL,NOME_PADRONIZADO,CODIGO_FABRICANTE,MARCA,CATEGORIA,UNIDADE,CUSTO_A_VISTA,CUSTO_FATURADO,PRECO_SUGERIDO,PRECO_MINIMO_CLIENTE,PRECO_VENDA,TIPO_PRECO,FONTE,CONFIANCA,STATUS_CONFERENCIA,DUPLICADO_DE,OBSERVACAO,STATUS_IMPORTACAO,IS_ACTIVE_NA_IMPORTACAO,CONDICAO_CUSTO,VIGENCIA_INICIO,ORIGEM_PRECO,PRECO_ORIGINAL,PRECO_CORRIGIDO,MOTIVO_CORRECAO,DECISAO_NECESSARIA,CODIGO_SISTEMA,PENDENCIAS_CADASTRO,CONFIANCA_ORIGEM_DJI,CATEGORIA_AGROTORK,CATEGORIA_ACAO,MARCA_ACAO,SOURCE_TYPE,SOURCE_BRAND,SOURCE_CATALOG,SOURCE_VERSION,SOURCE_REFERENCE,NCM,ICMS,PRECO_REVENDA_JR
SIM,DJI-061,KIT BICOS T25,KIT BICOS T25,,DJI,KIT BICOS ASPERSORES EXTRAS,UN,3600,3750,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-061,NENHUMA,ALTA,Pulverização,MAPEADA,JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-061,,,
SIM,DJI-062,LIFT T100 (DUAL BATTERY),LIFT T100 (DUAL BATTERY),,DJI,SISTEMA DE TRANSPORTE (LIFT),UN,9000,9360,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA - confere com a planilha Excel 2026,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-062,CATEGORIA PENDENTE,ALTA,,CRIAR CATEGORIA: Implementos para Drone,JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-062,,,
SIM,DJI-063,LIFT T70P,LIFT T70P,,DJI,SISTEMA DE TRANSPORTE (LIFT),UN,3100,3250,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA - confere com a planilha Excel 2026,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-063,CATEGORIA PENDENTE,ALTA,,CRIAR CATEGORIA: Implementos para Drone,JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-063,,,
SIM,DJI-064,LIFT T55 (DL100),LIFT T55 (DL100),DL100,DJI,SISTEMA DE TRANSPORTE (LIFT),UN,3785,3974,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-064,CATEGORIA PENDENTE,ALTA,,CRIAR CATEGORIA: Implementos para Drone,JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-064,,,
SIM,DJI-065,DRONE MAVIC 3 MULTIS,DRONE MAVIC 3 MULTIS,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,28320,29600,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-065,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-065,,,
SIM,DJI-066,KIT 03 BATS MAVIC 3 MULT,KIT 03 BATS MAVIC 3 MULT,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,4680,4900,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-066,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-066,,,
SIM,DJI-068,GNSS DJI BASE RTK DRTK3 AG,GNSS DJI BASE RTK DRTK3 AG,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,7200,7500,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,"confianca CONFERIR - o par 12.500/12.220 na mesma linha pode pertencer a este item | PROMOCAO DE CONFIANCA: O motivo do CONFERIR era o par orfao 12.500/12.220 poder pertencer a este item. A planilha Excel 2026 registra, para o proprio D-RTK 3 AG, o valor alternativo 7.200 - identico ao a vista da DJI. Duas fontes independentes no mesmo numero dissolvem a duvida: o par 12.500/12.220 e do CARREGADOR C12000, ja provado",IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-068,CATEGORIA PENDENTE,CONFERIR,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-068,,,
SIM,DJI-069,GNSS DJI RTK DRTK3 MULTIFUNCIONAL,GNSS DJI RTK DRTK3 MULTIFUNCIONAL,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,12890,13490,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,CONFERIDO VISUALMENTE NO PDF DJI SUBDEALER V16.2: nome e ambos os valores estao legiveis na tabela original.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,DEFINIR PRECO DE VENDA,DJI-069,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-069,,,
SIM,DJI-070,BASE/HUB DJI P/ MAVIC 3 MULT (4288),BASE/HUB DJI P/ MAVIC 3 MULT (4288),4288,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,750,790,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,"CONFERIDO VISUALMENTE NO PDF DJI SUBDEALER V16.2: BASE/HUB DJI P/ MAVIC 3 MULT (4288), R$ 750 a vista e R$ 790 faturado.",IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,DEFINIR PRECO DE VENDA,DJI-070,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PDF DJI V16.2 | DEMAIS ITENS DJI AGRICULTURE | BASE/HUB DJI P/ MAVIC 3 MULT (4288),,,
SIM,DJI-071,RELAY O3 (MODELO ANTIGO),RELAY O3 (MODELO ANTIGO),,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,6500,6800,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-071,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-071,,,
SIM,DJI-072,RELAY O4 (MODELO NOVO),RELAY O4 (MODELO NOVO),,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,6500,6800,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA - confere com a planilha Excel 2026,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-072,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-072,,,
SIM,DJI-073,BASTAO P/ RELAY 4 METROS (1982),BASTAO P/ RELAY 4 METROS (1982),1982,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,449,499,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-073,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-073,,,
SIM,DJI-074,BASTAO P/ RELAY 8 METROS (5218),BASTAO P/ RELAY 8 METROS (5218),5218,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,1499,1569,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-074,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-074,,,
SIM,DJI-075,BIPE P/ BASTAO (1626),BIPE P/ BASTAO (1626),1626,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,399,449,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-075,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-075,,,
SIM,DJI-076,TRIPE P/ RELAY E RTK (1980),TRIPE P/ RELAY E RTK (1980),1980,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,899,935,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-076,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-076,,,
SIM,DJI-077,TRIPE + BASTAO ORIGINAL DJI D-RTK 3,TRIPE + BASTAO ORIGINAL DJI D-RTK 3,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,2500,2600,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA - confere com a planilha Excel 2026 (TRIPE D-RTK 2.500),IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-077,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-077,,,
SIM,DJI-078,TRIPE ORIGINAL DJI PARA D-RTK 2,TRIPE ORIGINAL DJI PARA D-RTK 2,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,1250,1300,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-078,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-078,,,
SIM,DJI-079,CARREGADOR P/ BATERIA WB37,CARREGADOR P/ BATERIA WB37,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,670,750,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-079,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-079,,,
SIM,DJI-080,FONTE 65W P/ WB37,FONTE 65W P/ WB37,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,390,450,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-080,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-080,,,
SIM,DJI-081,BATERIA CONTROLE WB37,BATERIA CONTROLE WB37,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,630,670,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA - confere com a planilha Excel 2026,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-081,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-081,,,
SIM,DJI-082,RADIO CONTROLE T40/T50/T20P/T25,RADIO CONTROLE T40/T50/T20P/T25,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,11300,11700,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-082,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-082,,,
SIM,DJI-083,RADIO CONTROLE T25P/T70P/T100,RADIO CONTROLE T25P/T70P/T100,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,14700,15200,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-083,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-083,,,
SIM,DJI-084,CABO DJI ADAP DO CARREG C10000,CABO DJI ADAP DO CARREG C10000,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,950,988,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-084,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-084,,,
SIM,DJI-085,RESFRIADOR DE BATERIAS T100/T70P,RESFRIADOR DE BATERIAS T100/T70P,,DJI,DEMAIS ITENS DJI AGRICULTURE,UN,999,1099,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,confianca ALTA,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,DJI SUBDEALER V16.2,,,,,DJI-085,CATEGORIA PENDENTE,ALTA,,"CRIAR CATEGORIA: (mistura relay, bastao, radio, resfriador — precisa ser quebrada)",JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PRODUTOS!DJI-085,,,
SIM,DJI-087,DISPERSOR DE SOLIDOS T100,DISPERSOR DE SOLIDOS T100,,DJI,DISPERSOR DE SOLIDOS,UN,12220,12500,,,,SEM_PRECO,DJI SUBDEALER V16.2,ALTA,OK,,"REGISTRO CANONICO V4: conferido visualmente no bloco DISPERSOR DE SOLIDOS do PDF DJI. Corrige a associacao anterior de 16.500/16.990, que pertence ao KIT DE PULVERIZACAO DJI T100.",IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA + FATURADO,2026-09-01,PDF DJI SUBDEALER V16.2,12220,12500,DIV-V4-01: valor a vista/faturado lido diretamente do PDF DJI; a linha Excel original tinha o faturado copiado como 12.220.,DEFINIR PRECO DE VENDA,DJI-087,CATEGORIA PENDENTE,ALTA,,CRIAR CATEGORIA: Implementos para Drone,JA CADASTRADA,price_list,DJI,TABELA SUBDEALER,V16.2,PDF DJI V16.2 | DISPERSOR DE SOLIDOS | T100,,0.08,
SIM,JR-001,DRONE MIX 130L LT NEW 2x18lpm 12volts,DRONE MIX 130L LT NEW 2x18lpm 12volts,1296,JR SOLUÇÕES,12 VOLTS,UN,5600,,8200,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-001,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-001,84368000,,5600
SIM,JR-002,DRONE MIX 200L LT NEW 2x26lpm 12volts,DRONE MIX 200L LT NEW 2x26lpm 12volts,1363,JR SOLUÇÕES,12 VOLTS,UN,6900,,9900,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-002,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-002,84368000,,6900
SIM,JR-003,DRONE FEEDER 500 - 220Volts,DRONE FEEDER 500 - 220Volts,2141,JR SOLUÇÕES,ABASTECEDOR DE SOLIDOS,UN,11700,,16900,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-003,MARCA A CADASTRAR (JR SOLUÇÕES); CATEGORIA PENDENTE,,,CRIAR CATEGORIA: Implementos para Drone,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-003,84368000,,11700
SIM,JR-004,DRONE MIX 130L LE Agitacao Hidraulica 220Volts,DRONE MIX 130L LE Agitacao Hidraulica 220Volts,1243,JR SOLUÇÕES,LINHA LE - AGITACAO HIDRAULICA,UN,5600,,8200,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-004,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-004,84368000,,5600
SIM,JR-005,DRONE MIX 200L LE Agitacao Hidraulica 220Volts,DRONE MIX 200L LE Agitacao Hidraulica 220Volts,1361,JR SOLUÇÕES,LINHA LE - AGITACAO HIDRAULICA,UN,6200,,9500,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-005,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-005,84368000,,6200
SIM,JR-006,DRONE MIX 320L LE Agitacao Hidraulica 220Volts,DRONE MIX 320L LE Agitacao Hidraulica 220Volts,1240,JR SOLUÇÕES,LINHA LE - AGITACAO HIDRAULICA,UN,6800,,10200,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-006,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-006,84368000,,6800
SIM,JR-007,DRONE MIX 320L XT VERTICAL Agitacao Hid + Rotor Superior 220Volts,DRONE MIX 320L XT VERTICAL Agitacao Hid + Rotor Superior 220Volts,1273,JR SOLUÇÕES,LINHA XT - AGITACAO HID + ROTACAO,UN,8400,,12600,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-007,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-007,84368000,,8400
SIM,JR-008,DRONE MIX 320L XT VERTICAL Agitacao Hid + Rotor Superior TRIFASICO 380Volts,DRONE MIX 320L XT VERTICAL Agitacao Hid + Rotor Superior TRIFASICO 380Volts,1809,JR SOLUÇÕES,LINHA XT - AGITACAO HID + ROTACAO,UN,9400,,14100,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-008,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-008,84368000,,9400
SIM,JR-009,DRONE MIX 600L XT VERTICAL Agitacao Hid + Rotor Superior 220Volts,DRONE MIX 600L XT VERTICAL Agitacao Hid + Rotor Superior 220Volts,1275,JR SOLUÇÕES,LINHA XT - AGITACAO HID + ROTACAO,UN,9700,,14500,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-009,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-009,84368000,,9700
SIM,JR-010,DRONE MIX 600L XT VERTICAL Agitacao Hid + Rotor Superior TRIFASICO 380Volts,DRONE MIX 600L XT VERTICAL Agitacao Hid + Rotor Superior TRIFASICO 380Volts,2223,JR SOLUÇÕES,LINHA XT - AGITACAO HID + ROTACAO,UN,10700,,16000,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-010,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-010,84368000,,10700
SIM,JR-011,DRONE MIX 320L LE PICKUP Agitacao Hidraulica 220Volts,DRONE MIX 320L LE PICKUP Agitacao Hidraulica 220Volts,2350,JR SOLUÇÕES,LINHA PICK UP,UN,6800,,10200,,,SUGERIDO,JR SOLUÇÕES JAN/26,ALTA,OK,,NCM 84368000 | PDF JR rotula este valor como REVENDAS; a condicao de pagamento nao e declarada pela fonte.,IMPORTAR INATIVO - AGUARDA PRECO DE VENDA,NAO,AVISTA,2026-09-01,TABELA REV JAN/26 | coluna REVENDAS (condicao de pagamento nao informada),,,,,JR-011,MARCA A CADASTRAR (JR SOLUÇÕES),,Pulverização,MAPEADA,CADASTRAR ANTES DA CARGA,price_list,JR SOLUÇÕES,TABELA REV JR,JAN/26,PRODUTOS!JR-011,84368000,,6800
